,Unnamed: 0,article,simpSent,StandSent,typeOfMatch,standSent,predicted
1040,1151,Australia_national_football_team,"Australia were drawn into Group D of the 2010 FIFA World Cup , featuring three-time world champion Germany , Ghana and Serbia .",,0,Australia made it to the round of 16 in the 2006 World Cup held in Germany and were knocked out in controversial circumstances by eventual champions Italy .,
1041,1152,Australia_national_football_team,"Australia were drawn into Group D of the 2010 FIFA World Cup , featuring three-time world champion Germany , Ghana and Serbia .",,1,Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .,
1042,1153,Australia_national_football_team,"Australia were drawn into Group D of the 2010 FIFA World Cup , featuring three-time world champion Germany , Ghana and Serbia .",,0,Australia will now prepare for the Asian cup in early 2011 and the 2014 world cup qualification .,
1043,1154,Australia_national_football_team,"Despite trailing 1-0 at half-time , Australia managed to equalize through Dario Vidosic in the second half , with Brett Holman scoring the winner in injury time for a 2-1 victory .",,0,Josh Kennedy .,
1044,1155,Australia_national_football_team,"Despite trailing 1-0 at half-time , Australia managed to equalize through Dario Vidosic in the second half , with Brett Holman scoring the winner in injury time for a 2-1 victory .",,0,Mile Jedinak .,
1045,1156,Australia_national_football_team,"Despite trailing 1-0 at half-time , Australia managed to equalize through Dario Vidosic in the second half , with Brett Holman scoring the winner in injury time for a 2-1 victory .",,1,Dario Vidosic .,
1046,1157,Australia_national_football_team,"Despite trailing 1-0 at half-time , Australia managed to equalize through Dario Vidosic in the second half , with Brett Holman scoring the winner in injury time for a 2-1 victory .",,0,Nikita Rukavytsya .,
1047,1158,Australia_national_football_team,"Australia were comprehensively defeated 4-0 , with goals by Podolski and Klose in the first half , followed by two more goals in the second half after Australia was reduced to ten men , due to Tim Cahill being sent off with a straight red card for a tackle from behind on Bastian Schweinsteiger .",,0,Mark Bresciano .,
1048,1159,Australia_national_football_team,"Australia were comprehensively defeated 4-0 , with goals by Podolski and Klose in the first half , followed by two more goals in the second half after Australia was reduced to ten men , due to Tim Cahill being sent off with a straight red card for a tackle from behind on Bastian Schweinsteiger .",,0,Vince Grella .,
1049,1160,Australia_national_football_team,"Australia were comprehensively defeated 4-0 , with goals by Podolski and Klose in the first half , followed by two more goals in the second half after Australia was reduced to ten men , due to Tim Cahill being sent off with a straight red card for a tackle from behind on Bastian Schweinsteiger .",,1,Tim Cahill .,
1050,1161,Australia_national_football_team,"Australia were comprehensively defeated 4-0 , with goals by Podolski and Klose in the first half , followed by two more goals in the second half after Australia was reduced to ten men , due to Tim Cahill being sent off with a straight red card for a tackle from behind on Bastian Schweinsteiger .",,0,Lucas Neill .,
1051,1162,Australia_national_football_team,"However , thirteen days later Adam Federici and Chris Herd withdrew due to injury , meaning the squad was reduced to 25 , with the pair being replaced by only Mitchell Langerak .",,0,Brad Jones .,
1052,1163,Australia_national_football_team,"However , thirteen days later Adam Federici and Chris Herd withdrew due to injury , meaning the squad was reduced to 25 , with the pair being replaced by only Mitchell Langerak .",,0,Mark Schwarzer .,
1053,1164,Australia_national_football_team,"However , thirteen days later Adam Federici and Chris Herd withdrew due to injury , meaning the squad was reduced to 25 , with the pair being replaced by only Mitchell Langerak .",,1,Adam Federici .,
1054,1165,Australia_national_football_team,"However , thirteen days later Adam Federici and Chris Herd withdrew due to injury , meaning the squad was reduced to 25 , with the pair being replaced by only Mitchell Langerak .",,0,Eugene Galekovic .,
1055,1166,Australia_national_football_team,Josh Kennedy and Alex Brousque canceled out Teerasil 's strike to give Australia a 2-1 win .,,0,Rhys Williams .,
1056,1167,Australia_national_football_team,Josh Kennedy and Alex Brousque canceled out Teerasil 's strike to give Australia a 2-1 win .,,0,Michael Beauchamp .,
1057,1168,Australia_national_football_team,Josh Kennedy and Alex Brousque canceled out Teerasil 's strike to give Australia a 2-1 win .,,1,Josh Kennedy .,
1058,1169,Australia_national_football_team,Josh Kennedy and Alex Brousque canceled out Teerasil 's strike to give Australia a 2-1 win .,,0,Mile Jedinak .,
1059,1170,Australia_national_football_team,"In their 3rd out of 6 qualifiers on Sunday , 1 June , Australia beat Iraq at Suncorp Stadium , Brisbane , 1-0 , with a headed goal from Harry Kewell proving the difference between the two teams early in the 2nd half of play .",,0,Tim Cahill .,
1060,1171,Australia_national_football_team,"In their 3rd out of 6 qualifiers on Sunday , 1 June , Australia beat Iraq at Suncorp Stadium , Brisbane , 1-0 , with a headed goal from Harry Kewell proving the difference between the two teams early in the 2nd half of play .",,0,Lucas Neill .,
1061,1172,Australia_national_football_team,"In their 3rd out of 6 qualifiers on Sunday , 1 June , Australia beat Iraq at Suncorp Stadium , Brisbane , 1-0 , with a headed goal from Harry Kewell proving the difference between the two teams early in the 2nd half of play .",,1,Harry Kewell .,
1062,1173,Australia_national_football_team,"In their 3rd out of 6 qualifiers on Sunday , 1 June , Australia beat Iraq at Suncorp Stadium , Brisbane , 1-0 , with a headed goal from Harry Kewell proving the difference between the two teams early in the 2nd half of play .",,0,Craig Moore .,
1063,1174,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Rhys Williams .,
1064,1175,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Michael Beauchamp .,
1065,1176,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,1,Josh Kennedy .,
1066,1177,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Mile Jedinak .,
1067,1178,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Mark Bresciano .,
1068,1179,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Vince Grella .,
1069,1180,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,1,Tim Cahill .,
1070,1181,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Lucas Neill .,
1071,1182,Australia_national_football_team,"After a number of promising games under new manager , Holger Osieck , including a highly successful 2011 Asian Cup campaign , preparations got underway for the 2014 FIFA World Cup qualification ( AFC ) .",,0,Australia made it to the round of 16 in the 2006 World Cup held in Germany and were knocked out in controversial circumstances by eventual champions Italy .,
1072,1183,Australia_national_football_team,"After a number of promising games under new manager , Holger Osieck , including a highly successful 2011 Asian Cup campaign , preparations got underway for the 2014 FIFA World Cup qualification ( AFC ) .",,0,Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .,
1073,1184,Australia_national_football_team,"After a number of promising games under new manager , Holger Osieck , including a highly successful 2011 Asian Cup campaign , preparations got underway for the 2014 FIFA World Cup qualification ( AFC ) .",,1,Australia will now prepare for the Asian cup in early 2011 and the 2014 world cup qualification .,
1074,1185,Australia_national_football_team,"After a number of promising games under new manager , Holger Osieck , including a highly successful 2011 Asian Cup campaign , preparations got underway for the 2014 FIFA World Cup qualification ( AFC ) .",,0,"The Socceroos 2010 World Cup Squad , coached by Pim Verbeek , includes the following players : James Holland .",
1075,1186,Australia_national_football_team,"Australia 's first game as a member of the AFC was on 22 February , a 3-1 win away to Bahrain in the 2007 AFC Asian Cup qualification .",,0,Australia national football team is the national football team of Australia .,
1076,1187,Australia_national_football_team,"Australia 's first game as a member of the AFC was on 22 February , a 3-1 win away to Bahrain in the 2007 AFC Asian Cup qualification .",,0,Its official nickname is `` the Socceroos '' .,
1077,1188,Australia_national_football_team,"Australia 's first game as a member of the AFC was on 22 February , a 3-1 win away to Bahrain in the 2007 AFC Asian Cup qualification .",,1,"The team is under the control of the Football Federation Australia ( FFA ) , which is a member of the Asian Football Confederation .",
1078,1189,Australia_national_football_team,"Australia 's first game as a member of the AFC was on 22 February , a 3-1 win away to Bahrain in the 2007 AFC Asian Cup qualification .",,0,It has also been invited to join the ASEAN Football Federation .,
1079,1190,Australia_national_football_team,Australia was duly entered into the 2007 AFC Asian Cup qualification .,,0,Australia national football team is the national football team of Australia .,
1080,1191,Australia_national_football_team,Australia was duly entered into the 2007 AFC Asian Cup qualification .,,0,Its official nickname is `` the Socceroos '' .,
1081,1192,Australia_national_football_team,Australia was duly entered into the 2007 AFC Asian Cup qualification .,,1,"The team is under the control of the Football Federation Australia ( FFA ) , which is a member of the Asian Football Confederation .",
1082,1193,Australia_national_football_team,Australia was duly entered into the 2007 AFC Asian Cup qualification .,,0,It has also been invited to join the ASEAN Football Federation .,
1083,1194,Angers,"Bamako , Mali , since 1974 .",,0,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",
1084,1195,Angers,"Bamako , Mali , since 1974 .",,0,"Osnabrück , Germany , since 1964 .",
1085,1196,Angers,"Bamako , Mali , since 1974 .",,1,"Bamako , Mali , since 1974 .",
1086,1197,Angers,"Bamako , Mali , since 1974 .",,0,"Pisa , Italy , since 1982 .",
1087,1198,Angers,Angers was once the capital of the historic province of Anjou .,,0,Angers is a city in the west of France .,
1088,1199,Angers,Angers was once the capital of the historic province of Anjou .,,0,"Around 160,000 inhabitants live inside the city and 300,000 live in the metropolitan area .",
1089,1200,Angers,Angers was once the capital of the historic province of Anjou .,,1,It is the capital of the historical province called Anjou .,
1090,1201,Angers,Angers was once the capital of the historic province of Anjou .,,0,"Nowadays , the name of Anjou is Maine-et-Loire .",
1091,1202,Angers,"The city , while under Roman rule , was called Juliomagus .",,0,The inhabitants of Angers and of Anjou are called ` angevins ' .,
1092,1203,Angers,"The city , while under Roman rule , was called Juliomagus .",,0,The city existed before the Roman Empire .,
1093,1204,Angers,"The city , while under Roman rule , was called Juliomagus .",,1,"After the Roman conquest , the city was called Juliomagus .",
1094,1205,Angers,"The city , while under Roman rule , was called Juliomagus .",,0,Angers was an important french city during the Middle-Ages .,
1095,1206,Angers,"Yantai , China , since 2006 .",,0,"Södertälje , Sweden , since 1998 .",
1096,1207,Angers,"Yantai , China , since 2006 .",,0,"Seville , Spain , since 2000 .",
1097,1208,Angers,"Yantai , China , since 2006 .",,1,"Yantai , China , since 2006 .",
1098,1209,Angers,"Austin , Texas , USA , since 2011 .",,0,Angers is a city in the west of France .,
1099,1210,Angers,Coordinates : 47 ° 28 ? 25 ? N 0 ° 33 ? 15 ? W \/ 47.4736 ° N 0.5542 ° W \/ 47.4736 ; -0.5542 Angers ( French pronunciation : ( ?? .,,0,"Seville , Spain , since 2000 .",
1100,1211,Angers,Coordinates : 47 ° 28 ? 25 ? N 0 ° 33 ? 15 ? W \/ 47.4736 ° N 0.5542 ° W \/ 47.4736 ; -0.5542 Angers ( French pronunciation : ( ?? .,,0,"Yantai , China , since 2006 .",
1101,1212,Angers,?e ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,1,Angers is a city in the west of France .,
1102,1213,Angers,?e ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,0,"Around 160,000 inhabitants live inside the city and 300,000 live in the metropolitan area .",
1103,1216,Angers,?e ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,1,It is the capital of the historical province called Anjou .,
1104,1217,Angers,?e ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,1,"Nowadays , the name of Anjou is Maine-et-Loire .",
1105,1221,Angers,?e ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,0,The inhabitants of Angers and of Anjou are called ` angevins ' .,
1106,1222,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,Angers is a city in the west of France .,
1107,1223,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,"Around 160,000 inhabitants live inside the city and 300,000 live in the metropolitan area .",
1108,1224,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,1,It is the capital of the historical province called Anjou .,
1109,1225,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,"Nowadays , the name of Anjou is Maine-et-Loire .",
1110,1228,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,1,The inhabitants of Angers and of Anjou are called ` angevins ' .,
1111,1229,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,The city existed before the Roman Empire .,
1112,1230,Angers,"The town is also home to a state university , the University of Angers .",,0,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .,
1113,1231,Angers,"The town is also home to a state university , the University of Angers .",,0,There are two universities .,
1114,1232,Angers,"The town is also home to a state university , the University of Angers .",,1,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) .",
1115,1233,Angers,"The town is also home to a state university , the University of Angers .",,0,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .,
1116,1234,Angers,"The Apocalypse Tapestry , or `` the tapestries of the Apocalypse '' , originally made for Louis I d'Anjou in the fourteenth century , are today in the Château d'Angers after their restoration .",,0,"Many festivals happen every year in the city ( film festival ` Premiers plans ' , street festivals ` Tours de scène ' and the famous ` Accroches-coeurs ' ) .",
1117,1235,Angers,"The Apocalypse Tapestry , or `` the tapestries of the Apocalypse '' , originally made for Louis I d'Anjou in the fourteenth century , are today in the Château d'Angers after their restoration .",,0,It has many museums .,
1118,1236,Angers,"The Apocalypse Tapestry , or `` the tapestries of the Apocalypse '' , originally made for Louis I d'Anjou in the fourteenth century , are today in the Château d'Angers after their restoration .",,1,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .,
1119,1237,Angers,"The Apocalypse Tapestry , or `` the tapestries of the Apocalypse '' , originally made for Louis I d'Anjou in the fourteenth century , are today in the Château d'Angers after their restoration .",,0,There are two universities .,
1120,1238,Angers,"Södertälje , Sweden , since 1998 .",,0,"Pisa , Italy , since 1982 .",
1121,1239,Angers,"Södertälje , Sweden , since 1998 .",,0,"Wigan , United Kingdom , since 1988 .",
1122,1240,Angers,"Södertälje , Sweden , since 1998 .",,1,"Södertälje , Sweden , since 1998 .",
1123,1241,Angers,"Södertälje , Sweden , since 1998 .",,0,"Seville , Spain , since 2000 .",
1124,1242,Angers,"Wigan , United Kingdom , since 1988 .",,0,"Bamako , Mali , since 1974 .",
1125,1243,Angers,"Wigan , United Kingdom , since 1988 .",,0,"Pisa , Italy , since 1982 .",
1126,1244,Angers,"Wigan , United Kingdom , since 1988 .",,1,"Wigan , United Kingdom , since 1988 .",
1127,1245,Angers,"Wigan , United Kingdom , since 1988 .",,0,"Södertälje , Sweden , since 1998 .",
1128,1246,Angers,"Osnabrück , Germany , since 1964 .",,0,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .,
1129,1247,Angers,"Osnabrück , Germany , since 1964 .",,0,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",
1130,1248,Angers,"Osnabrück , Germany , since 1964 .",,1,"Osnabrück , Germany , since 1964 .",
1131,1249,Angers,"Osnabrück , Germany , since 1964 .",,0,"Bamako , Mali , since 1974 .",
1132,1250,Angers,"A center of learning , Angers boasts two renowned universities and several specialized institutions , altogether responsible for more than 26,000 students .",,0,It has many museums .,
1133,1251,Angers,"A center of learning , Angers boasts two renowned universities and several specialized institutions , altogether responsible for more than 26,000 students .",,0,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .,
1134,1252,Angers,"A center of learning , Angers boasts two renowned universities and several specialized institutions , altogether responsible for more than 26,000 students .",,1,There are two universities .,
1135,1253,Angers,"A center of learning , Angers boasts two renowned universities and several specialized institutions , altogether responsible for more than 26,000 students .",,0,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) .",
1136,1254,Angers,The city traces its roots to early Roman times .,,0,"Nowadays , the name of Anjou is Maine-et-Loire .",
1137,1255,Angers,The city traces its roots to early Roman times .,,0,The inhabitants of Angers and of Anjou are called ` angevins ' .,
1138,1256,Angers,The city traces its roots to early Roman times .,,1,The city existed before the Roman Empire .,
1139,1257,Angers,The city traces its roots to early Roman times .,,0,"After the Roman conquest , the city was called Juliomagus .",
1140,1258,Angers,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",,0,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) .",
1141,1259,Angers,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",,0,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .,
1142,1260,Angers,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",,1,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",
1143,1261,Angers,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",,0,"Osnabrück , Germany , since 1964 .",
1144,1262,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,0,"It is an economic center , a touristic and cultural town .",
1145,1263,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,0,"Many festivals happen every year in the city ( film festival ` Premiers plans ' , street festivals ` Tours de scène ' and the famous ` Accroches-coeurs ' ) .",
1146,1264,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,1,It has many museums .,
1147,1265,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,1,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .,
1148,1269,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,0,There are two universities .,
1149,1270,Angers,"Seville , Spain , since 2000 .",,0,"Wigan , United Kingdom , since 1988 .",
1150,1271,Angers,"Seville , Spain , since 2000 .",,0,"Södertälje , Sweden , since 1998 .",
1151,1272,Angers,"Seville , Spain , since 2000 .",,1,"Seville , Spain , since 2000 .",
1152,1273,Angers,"Seville , Spain , since 2000 .",,0,"Yantai , China , since 2006 .",
1153,1274,Angers,Angers 's Business School is ESSCA ( Ecole Superieure des Sciences Commerciales d'Angers ) .,,0,There are two universities .,
1154,1275,Angers,Angers 's Business School is ESSCA ( Ecole Superieure des Sciences Commerciales d'Angers ) .,,0,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) .",
1155,1276,Angers,Angers 's Business School is ESSCA ( Ecole Superieure des Sciences Commerciales d'Angers ) .,,1,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .,
1156,1277,Angers,Angers 's Business School is ESSCA ( Ecole Superieure des Sciences Commerciales d'Angers ) .,,0,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",
1157,1278,Angers,"The city has a Catholic university , the Université Catholique de L'Ouest ( Catholic University of the West , or UCO ) , one of five Catholic universities in France .",,0,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .,
1158,1279,Angers,"The city has a Catholic university , the Université Catholique de L'Ouest ( Catholic University of the West , or UCO ) , one of five Catholic universities in France .",,0,There are two universities .,
1159,1280,Angers,"The city has a Catholic university , the Université Catholique de L'Ouest ( Catholic University of the West , or UCO ) , one of five Catholic universities in France .",,1,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) .",
1160,1281,Angers,"The city has a Catholic university , the Université Catholique de L'Ouest ( Catholic University of the West , or UCO ) , one of five Catholic universities in France .",,0,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .,
1161,1282,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,"Yantai , China , since 2006 .",
1162,1283,Angers,"Angers proper has a population of 157,000 inhabitants , while c. 283,000 live in its metropolitan area .",,0,Angers is a city in the west of France .,
1163,1284,Angers,"Angers proper has a population of 157,000 inhabitants , while c. 283,000 live in its metropolitan area .",,1,"Around 160,000 inhabitants live inside the city and 300,000 live in the metropolitan area .",
1164,1285,Angers,"Angers proper has a population of 157,000 inhabitants , while c. 283,000 live in its metropolitan area .",,0,It is the capital of the historical province called Anjou .,
1165,1286,Angers,"Pisa , Italy , since 1982 .",,0,"Osnabrück , Germany , since 1964 .",
1166,1287,Angers,"Pisa , Italy , since 1982 .",,0,"Bamako , Mali , since 1974 .",
1167,1288,Angers,"Pisa , Italy , since 1982 .",,1,"Pisa , Italy , since 1982 .",
1168,1289,Angers,"Pisa , Italy , since 1982 .",,0,"Wigan , United Kingdom , since 1988 .",
1169,1290,Angers,"It is also well known for being the seat of important cultural events , such as the film festival Premiers Plans , Tour de Scènes ( free concerts in the streets ) and Les Accroche-Coeurs ( free street festival ) .",,0,It is now the 16th city of France ( for its population ) .,
1170,1291,Angers,"It is also well known for being the seat of important cultural events , such as the film festival Premiers Plans , Tour de Scènes ( free concerts in the streets ) and Les Accroche-Coeurs ( free street festival ) .",,0,"It is an economic center , a touristic and cultural town .",
1171,1292,Angers,"It is also well known for being the seat of important cultural events , such as the film festival Premiers Plans , Tour de Scènes ( free concerts in the streets ) and Les Accroche-Coeurs ( free street festival ) .",,1,"Many festivals happen every year in the city ( film festival ` Premiers plans ' , street festivals ` Tours de scène ' and the famous ` Accroches-coeurs ' ) .",
1172,1293,Angers,"It is also well known for being the seat of important cultural events , such as the film festival Premiers Plans , Tour de Scènes ( free concerts in the streets ) and Les Accroche-Coeurs ( free street festival ) .",,0,It has many museums .,
1173,1294,Angers,"The Logis Barrault , a mansion built in 1486-92 , houses the Musée des Beaux-Arts , which has a large collection of paintings and sculptures .",,0,"Many festivals happen every year in the city ( film festival ` Premiers plans ' , street festivals ` Tours de scène ' and the famous ` Accroches-coeurs ' ) .",
1174,1295,Angers,"The Logis Barrault , a mansion built in 1486-92 , houses the Musée des Beaux-Arts , which has a large collection of paintings and sculptures .",,0,It has many museums .,
1175,1296,Angers,"The Logis Barrault , a mansion built in 1486-92 , houses the Musée des Beaux-Arts , which has a large collection of paintings and sculptures .",,1,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .,
1176,1297,Angers,"The Logis Barrault , a mansion built in 1486-92 , houses the Musée des Beaux-Arts , which has a large collection of paintings and sculptures .",,0,There are two universities .,
1177,1298,Anthony_Wagner,In 1978 he retired to the subordinate position of Clarenceux King of Arms .,,0,Wagner wrote many books about heraldry .,
1178,1299,Anthony_Wagner,In 1978 he retired to the subordinate position of Clarenceux King of Arms .,,0,He became Portcullis Pursuivant in 1931 and then served in the Army during World War II .,
1179,1300,Anthony_Wagner,In 1978 he retired to the subordinate position of Clarenceux King of Arms .,,1,He became Garter King of Arms in 1961 and served until 1978 .,
1180,1301,Anthony_Wagner,In 1978 he retired to the subordinate position of Clarenceux King of Arms .,,0,Wagner was made a knight in 1961 .,
1181,1302,Anthony_Wagner,"During World War II he served in the War Office for four years , and then moved to the Ministry of Town and Country Planning , where he rose to be Principal Private Secretary to a series of ministers .",,0,"Sir Anthony Richard Wagner ( 6 September , 1908-5 May 1995 ) was an officer of arms from England .",
1182,1303,Anthony_Wagner,"During World War II he served in the War Office for four years , and then moved to the Ministry of Town and Country Planning , where he rose to be Principal Private Secretary to a series of ministers .",,0,Wagner wrote many books about heraldry .,
1183,1304,Anthony_Wagner,"During World War II he served in the War Office for four years , and then moved to the Ministry of Town and Country Planning , where he rose to be Principal Private Secretary to a series of ministers .",,1,He became Portcullis Pursuivant in 1931 and then served in the Army during World War II .,
1184,1305,Anthony_Wagner,"During World War II he served in the War Office for four years , and then moved to the Ministry of Town and Country Planning , where he rose to be Principal Private Secretary to a series of ministers .",,0,He became Garter King of Arms in 1961 and served until 1978 .,
1185,1306,Anthony_Wagner,"His office had been highly mechanised from an early stage , but all the more so once he became blind in 1984 , whereupon , making every use of the aids of modern science , he bore his affliction with patience and dexterity .",,0,He became Garter King of Arms in 1961 and served until 1978 .,
1186,1307,Anthony_Wagner,"His office had been highly mechanised from an early stage , but all the more so once he became blind in 1984 , whereupon , making every use of the aids of modern science , he bore his affliction with patience and dexterity .",,0,Wagner was made a knight in 1961 .,
1187,1308,Anthony_Wagner,"His office had been highly mechanised from an early stage , but all the more so once he became blind in 1984 , whereupon , making every use of the aids of modern science , he bore his affliction with patience and dexterity .",,1,"Even though he was blind when he was older , he still served at the College of Arms until he died in 1995 .",
1188,1309,Anthony_Wagner,"His autobiography , A Herald 's Way ( 1988 ) he dictated .",,0,"Sir Anthony Richard Wagner ( 6 September , 1908-5 May 1995 ) was an officer of arms from England .",
1189,1310,Anthony_Wagner,Wagner joined the College of Arms as Portcullis Pursuivant of Arms in Ordinary in 1931 .,,0,"Sir Anthony Richard Wagner ( 6 September , 1908-5 May 1995 ) was an officer of arms from England .",
1190,1311,Anthony_Wagner,Wagner joined the College of Arms as Portcullis Pursuivant of Arms in Ordinary in 1931 .,,0,Wagner wrote many books about heraldry .,
1191,1312,Anthony_Wagner,Wagner joined the College of Arms as Portcullis Pursuivant of Arms in Ordinary in 1931 .,,1,He became Portcullis Pursuivant in 1931 and then served in the Army during World War II .,
1192,1313,Anthony_Wagner,Wagner joined the College of Arms as Portcullis Pursuivant of Arms in Ordinary in 1931 .,,0,He became Garter King of Arms in 1961 and served until 1978 .,
1193,1314,Anthony_Wagner,He served as Garter Principal King of Arms before retiring to the post of Clarenceux King of Arms .,,0,Wagner wrote many books about heraldry .,
1194,1315,Anthony_Wagner,He served as Garter Principal King of Arms before retiring to the post of Clarenceux King of Arms .,,0,He became Portcullis Pursuivant in 1931 and then served in the Army during World War II .,
1195,1316,Anthony_Wagner,He served as Garter Principal King of Arms before retiring to the post of Clarenceux King of Arms .,,1,He became Garter King of Arms in 1961 and served until 1978 .,
1196,1317,Anthony_Wagner,He served as Garter Principal King of Arms before retiring to the post of Clarenceux King of Arms .,,0,Wagner was made a knight in 1961 .,
